"Group","Family","Scientific Name","Common Name","Native Habitat","Exotic / Native Transplant","State","HUC","Name"
"Fishes","Poeciliidae","Poecilia reticulata","guppy","Freshwater","Exotic","NV","16060005","Diamond-Monitor Valleys"
"Fishes","Salmonidae","Oncorhynchus clarkii henshawi","Lahontan cutthroat trout","Freshwater","Native","NV","16060005","Diamond-Monitor Valleys"
"Fishes","Salmonidae","Oncorhynchus clarkii utah","Bonneville cutthroat trout","Freshwater","Native","NV","16060005","Diamond-Monitor Valleys"
"Fishes","Salmonidae","Oncorhynchus mykiss","rainbow trout","Freshwater-Marine","Native","NV","16060005","Diamond-Monitor Valleys"
"Fishes","Salmonidae","Salmo trutta","brown trout","Freshwater","Exotic","NV","16060005","Diamond-Monitor Valleys"
"Fishes","Salmonidae","Salvelinus fontinalis","brook trout","Freshwater","Native","NV","16060005","Diamond-Monitor Valleys"
"Fishes","Centrarchidae","Micropterus salmoides","largemouth bass","Freshwater","Native","NV","16060006","Little Smoky-Newark Valleys"
"Fishes","Cyprinidae","Carassius auratus","goldfish","Freshwater","Exotic","NV","16060006","Little Smoky-Newark Valleys"
"Coelenterates-Hydrozoans","Olindiidae","Craspedacusta sowerbyi","freshwater jellyfish","Freshwater","Exotic","NV","16060007","Long-Ruby Valleys"
"Fishes","Centrarchidae","Micropterus salmoides","largemouth bass","Freshwater","Native","NV","16060007","Long-Ruby Valleys"
"Fishes","Cyprinidae","Rhinichthys osculus","speckled dace","Freshwater","Native","NV","16060007","Long-Ruby Valleys"
"Fishes","Cyprinidae","Rhinichthys osculus robustus","Lahontan speckled dace","Freshwater","Native","NV","16060007","Long-Ruby Valleys"
"Fishes","Salmonidae","Oncorhynchus clarkii","cutthroat trout","Freshwater","Native","NV","16060007","Long-Ruby Valleys"
"Fishes","Salmonidae","Oncorhynchus clarkii henshawi","Lahontan cutthroat trout","Freshwater","Native","NV","16060007","Long-Ruby Valleys"
"Fishes","Salmonidae","Oncorhynchus clarkii utah","Bonneville cutthroat trout","Freshwater","Native","NV","16060007","Long-Ruby Valleys"
"Fishes","Salmonidae","Oncorhynchus mykiss","rainbow trout","Freshwater-Marine","Native","NV","16060007","Long-Ruby Valleys"
"Fishes","Salmonidae","Salmo trutta","brown trout","Freshwater","Exotic","NV","16060007","Long-Ruby Valleys"
"Fishes","Salmonidae","Salmo x Salvelinus trutta x fontinalis","tiger trout","Freshwater","Exotic Hybrid","NV","16060007","Long-Ruby Valleys"
"Fishes","Salmonidae","Salvelinus fontinalis","brook trout","Freshwater","Native","NV","16060007","Long-Ruby Valleys"
"Fishes","Salmonidae","Thymallus arcticus","Arctic grayling","Freshwater-Marine","Native","NV","16060007","Long-Ruby Valleys"
"Fishes","Centrarchidae","Archoplites interruptus","Sacramento perch","Freshwater","Native","NV","16060008","Spring-Steptoe Valleys"
"Fishes","Centrarchidae","Lepomis macrochirus","bluegill","Freshwater","Native","NV","16060008","Spring-Steptoe Valleys"
"Fishes","Centrarchidae","Micropterus salmoides","largemouth bass","Freshwater","Native","NV","16060008","Spring-Steptoe Valleys"
"Fishes","Cyprinidae","Carassius auratus","goldfish","Freshwater","Exotic","NV","16060008","Spring-Steptoe Valleys"
"Fishes","Cyprinidae","Gila atraria","Utah chub","Freshwater","Native","NV","16060008","Spring-Steptoe Valleys"
"Fishes","Cyprinidae","Gila seminuda","Virgin chub","Freshwater","Native","NV","16060008","Spring-Steptoe Valleys"
"Fishes","Cyprinidae","Lepidomeda mollispinis pratensis","Big Spring spinedace","Freshwater","Native","NV","16060008","Spring-Steptoe Valleys"
"Fishes","Cyprinidae","Moapa coriacea","Moapa dace","Freshwater","Native","NV","16060008","Spring-Steptoe Valleys"
"Fishes","Cyprinidae","Relictus solitarius","relict dace","Freshwater","Native","NV","16060008","Spring-Steptoe Valleys"
"Fishes","Esocidae","Esox lucius","northern pike","Freshwater","Native","NV","16060008","Spring-Steptoe Valleys"
"Fishes","Goodeidae","Empetrichthys latos","Pahrump killifish","Freshwater","Native","NV","16060008","Spring-Steptoe Valleys"
"Fishes","Goodeidae","Empetrichthys latos latos","Pahrump killifish","Freshwater","Native","NV","16060008","Spring-Steptoe Valleys"
"Fishes","Percidae","Perca flavescens","yellow perch","Freshwater","Native","NV","16060008","Spring-Steptoe Valleys"
"Fishes","Salmonidae","Oncorhynchus clarkii utah","Bonneville cutthroat trout","Freshwater","Native","NV","16060008","Spring-Steptoe Valleys"
"Fishes","Salmonidae","Oncorhynchus mykiss","rainbow trout","Freshwater-Marine","Native","NV","16060008","Spring-Steptoe Valleys"
"Fishes","Salmonidae","Salmo trutta","brown trout","Freshwater","Exotic","NV","16060008","Spring-Steptoe Valleys"
"Fishes","Salmonidae","Salvelinus fontinalis","brook trout","Freshwater","Native","NV","16060008","Spring-Steptoe Valleys"
"Fishes","Centrarchidae","Lepomis macrochirus","bluegill","Freshwater","Native","NV","16060010","Fish Lake-Soda Spring Valleys"
"Fishes","Centrarchidae","Micropterus salmoides","largemouth bass","Freshwater","Native","NV","16060010","Fish Lake-Soda Spring Valleys"
"Fishes","Goodeidae","Crenichthys baileyi grandis","Hiko White River springfish","Freshwater","Native","NV","16060010","Fish Lake-Soda Spring Valleys"
"Fishes","Goodeidae","Crenichthys nevadae","Railroad Valley springfish","Freshwater","Native","NV","16060010","Fish Lake-Soda Spring Valleys"
"Fishes","Poeciliidae","Xiphophorus hellerii","green swordtail","Freshwater","Exotic","NV","16060010","Fish Lake-Soda Spring Valleys"
"Fishes","Salmonidae","Oncorhynchus clarkii seleniris","Paiute cutthroat trout","Freshwater","Native","NV","16060010","Fish Lake-Soda Spring Valleys"
"Fishes","Salmonidae","Oncorhynchus mykiss","rainbow trout","Freshwater-Marine","Native","NV","16060010","Fish Lake-Soda Spring Valleys"
"Fishes","Salmonidae","Oncorhynchus mykiss aguabonita","California golden trout","Freshwater","Native","NV","16060010","Fish Lake-Soda Spring Valleys"
"Fishes","Salmonidae","Salmo trutta","brown trout","Freshwater","Exotic","NV","16060010","Fish Lake-Soda Spring Valleys"
"Fishes","Salmonidae","Salvelinus fontinalis","brook trout","Freshwater","Native","NV","16060010","Fish Lake-Soda Spring Valleys"
"Fishes","Centrarchidae","Lepomis cyanellus","green sunfish","Freshwater","Native","NV","16060011","Ralston-Stone Cabin Valleys"
"Fishes","Centrarchidae","Lepomis macrochirus","bluegill","Freshwater","Native","NV","16060011","Ralston-Stone Cabin Valleys"
"Fishes","Centrarchidae","Micropterus dolomieu","smallmouth bass","Freshwater","Native","NV","16060011","Ralston-Stone Cabin Valleys"
"Fishes","Cyprinidae","Gila bicolor ssp.","Hot Creek Valley tui chub","Freshwater","Native","NV","16060011","Ralston-Stone Cabin Valleys"
"Amphibians-Frogs","Ranidae","Rana aurora","Northern Red-legged Frog","Freshwater","Native","NV","16060012","Hot Creek-Railroad Valleys"
"Fishes","Centrarchidae","Lepomis macrochirus","bluegill","Freshwater","Native","NV","16060012","Hot Creek-Railroad Valleys"
"Fishes","Centrarchidae","Micropterus salmoides","largemouth bass","Freshwater","Native","NV","16060012","Hot Creek-Railroad Valleys"
"Fishes","Centrarchidae","Pomoxis annularis","white crappie","Freshwater","Native","NV","16060012","Hot Creek-Railroad Valleys"
"Fishes","Cyprinidae","Carassius auratus","goldfish","Freshwater","Exotic","NV","16060012","Hot Creek-Railroad Valleys"
"Fishes","Cyprinidae","Cyprinus carpio","common carp","Freshwater","Exotic","NV","16060012","Hot Creek-Railroad Valleys"
"Fishes","Cyprinidae","Gila bicolor obesa","Lahontan tui chub","Freshwater","Native","NV","16060012","Hot Creek-Railroad Valleys"
"Fishes","Cyprinidae","Lepidomeda albivallis","White River spinedace","Freshwater","Native","NV","16060012","Hot Creek-Railroad Valleys"
"Fishes","Cyprinidae","Moapa coriacea","Moapa dace","Freshwater","Native","NV","16060012","Hot Creek-Railroad Valleys"
"Fishes","Cyprinidae","Richardsonius egregius","Lahontan redside","Freshwater","Native","NV","16060012","Hot Creek-Railroad Valleys"
"Fishes","Goodeidae","Crenichthys nevadae","Railroad Valley springfish","Freshwater","Native","NV","16060012","Hot Creek-Railroad Valleys"
"Fishes","Poeciliidae","Poecilia reticulata","guppy","Freshwater","Exotic","NV","16060012","Hot Creek-Railroad Valleys"
"Fishes","Salmonidae","Salvelinus namaycush","lake trout","Freshwater","Native","NV","16060012","Hot Creek-Railroad Valleys"
"Fishes","Cyprinidae","Carassius auratus","goldfish","Freshwater","Exotic","NV","16060014","Sand Spring-Tikaboo Valleys"
"Fishes","Loricariidae","Hypostomus plecostomus","suckermouth catfish","Freshwater","Exotic","NV","16060014","Sand Spring-Tikaboo Valleys"
"Fishes","Loricariidae","Hypostomus sp.","suckermouth catfish","Freshwater","Exotic","NV","16060014","Sand Spring-Tikaboo Valleys"
"Fishes","Poeciliidae","Poecilia latipinna","sailfin molly","Freshwater","Native","NV","16060014","Sand Spring-Tikaboo Valleys"
"Fishes","Poeciliidae","Poecilia reticulata","guppy","Freshwater","Exotic","NV","16060014","Sand Spring-Tikaboo Valleys"
"Fishes","Poeciliidae","Xiphophorus hellerii","green swordtail","Freshwater","Exotic","NV","16060014","Sand Spring-Tikaboo Valleys"
"Fishes","Poeciliidae","Xiphophorus maculatus","southern platyfish","Freshwater","Exotic","NV","16060014","Sand Spring-Tikaboo Valleys"
"Fishes","Cichlidae","Tilapia zillii","redbelly tilapia","Freshwater","Exotic","NV","16060015","Ivanpah-Pahrump Valleys"
"Fishes","Cyprinidae","Carassius auratus","goldfish","Freshwater","Exotic","NV","16060015","Ivanpah-Pahrump Valleys"
"Fishes","Cyprinodontidae","Cyprinodon nevadensis amargosae","Amargosa pupfish","Freshwater","Native","NV","16060015","Ivanpah-Pahrump Valleys"
"Fishes","Poeciliidae","Poecilia mexicana","shortfin molly","Freshwater","Exotic","NV","16060015","Ivanpah-Pahrump Valleys"
"Fishes","Ictaluridae","Ictalurus punctatus","channel catfish","Freshwater","Native","NV","17040211","Goose"
"Fishes","Percidae","Perca flavescens","yellow perch","Freshwater","Native","NV","17040211","Goose"
"Mollusks-Gastropods","Hydrobiidae","Potamopyrgus antipodarum","New Zealand mudsnail","Freshwater","Exotic","NV","17040211","Goose"
"Crustaceans-Crayfish","Cambaridae","Orconectes virilis","virile crayfish","Freshwater","Native","NV","17040213","Salmon Falls"
"Fishes","Centrarchidae","Micropterus dolomieu","smallmouth bass","Freshwater","Native","NV","17040213","Salmon Falls"
"Fishes","Centrarchidae","Pomoxis nigromaculatus","black crappie","Freshwater","Native","NV","17040213","Salmon Falls"
"Fishes","Ictaluridae","Ictalurus punctatus","channel catfish","Freshwater","Native","NV","17040213","Salmon Falls"
"Fishes","Percidae","Perca flavescens","yellow perch","Freshwater","Native","NV","17040213","Salmon Falls"
"Fishes","Percidae","Sander vitreus","walleye","Freshwater","Native","NV","17040213","Salmon Falls"
"Fishes","Salmonidae","Oncorhynchus mykiss","rainbow trout","Freshwater-Marine","Native","NV","17040213","Salmon Falls"
"Fishes","Salmonidae","Oncorhynchus tshawytscha","Chinook salmon","Freshwater-Marine","Native","NV","17040213","Salmon Falls"
"Fishes","Salmonidae","Salmo salar sebago","landlocked Atlantic salmon","Freshwater-Marine","Native","NV","17040213","Salmon Falls"
"Fishes","Salmonidae","Salmo trutta","brown trout","Freshwater","Exotic","NV","17040213","Salmon Falls"
"Fishes","Salmonidae","Salvelinus fontinalis","brook trout","Freshwater","Native","NV","17040213","Salmon Falls"
"Mollusks-Bivalves","Corbiculidae","Corbicula fluminea","Asian clam","Freshwater","Exotic","NV","17040213","Salmon Falls"
"Mollusks-Gastropods","Hydrobiidae","Potamopyrgus antipodarum","New Zealand mudsnail","Freshwater","Exotic","NV","17040213","Salmon Falls"
"Fishes","Centrarchidae","Pomoxis nigromaculatus","black crappie","Freshwater","Native","NV","17050102","Bruneau"
"Fishes","Cichlidae","Oreochromis, Sarotherodon, Tilapia sp. x sp.","hybrid tilapia","Freshwater","Exotic Hybrid","NV","17050102","Bruneau"
"Fishes","Poeciliidae","Poecilia mexicana","shortfin molly","Freshwater","Exotic","NV","17050102","Bruneau"
"Fishes","Salmonidae","Oncorhynchus mykiss","rainbow trout","Freshwater-Marine","Native","NV","17050102","Bruneau"
"Fishes","Salmonidae","Salvelinus fontinalis","brook trout","Freshwater","Native","NV","17050102","Bruneau"
"Mollusks-Bivalves","Corbiculidae","Corbicula fluminea","Asian clam","Freshwater","Exotic","NV","17050102","Bruneau"
"Mollusks-Gastropods","Hydrobiidae","Potamopyrgus antipodarum","New Zealand mudsnail","Freshwater","Exotic","NV","17050102","Bruneau"
"Mollusks-Gastropods","Lymnaeidae","Radix auricularia","European ear snail","Freshwater","Exotic","NV","17050102","Bruneau"
"Fishes","Salmonidae","Oncorhynchus mykiss","rainbow trout","Freshwater-Marine","Native","NV","17050104","Upper Owyhee"
"Fishes","Salmonidae","Oncorhynchus nerka","kokanee, sockeye","Freshwater-Marine","Native","NV","17050104","Upper Owyhee"
"Fishes","Salmonidae","Salvelinus fontinalis","brook trout","Freshwater","Native","NV","17050104","Upper Owyhee"
"Fishes","Centrarchidae","Micropterus salmoides","largemouth bass","Freshwater","Native","NV","17050105","South Fork Owyhee"
"Fishes","Salmonidae","Oncorhynchus mykiss","rainbow trout","Freshwater-Marine","Native","NV","17050105","South Fork Owyhee"
"Fishes","Salmonidae","Salvelinus fontinalis","brook trout","Freshwater","Native","NV","17050105","South Fork Owyhee"
"Fishes","Centrarchidae","Micropterus salmoides","largemouth bass","Freshwater","Native","NV","17120007","Warner Lakes"
"Fishes","Centrarchidae","Pomoxis annularis","white crappie","Freshwater","Native","NV","17120007","Warner Lakes"
"Fishes","Centrarchidae","Pomoxis nigromaculatus","black crappie","Freshwater","Native","NV","17120007","Warner Lakes"
"Fishes","Cyprinidae","Gila bicolor","tui chub","Freshwater","Native","NV","17120007","Warner Lakes"
"Fishes","Cyprinidae","Hesperoleucus symmetricus","California roach","Freshwater","Native","NV","17120007","Warner Lakes"
"Fishes","Ictaluridae","Ameiurus natalis","yellow bullhead","Freshwater","Native","NV","17120007","Warner Lakes"
"Fishes","Ictaluridae","Ameiurus nebulosus","brown bullhead","Freshwater","Native","NV","17120007","Warner Lakes"
"Fishes","Salmonidae","Oncorhynchus mykiss","rainbow trout","Freshwater-Marine","Native","NV","17120007","Warner Lakes"
"Fishes","Salmonidae","Oncorhynchus clarkii henshawi","Lahontan cutthroat trout","Freshwater","Native","NV","17120008","Guano"
"Fishes","Cyprinidae","Carassius auratus","goldfish","Freshwater","Exotic","NV","17120009","Alvord Lake"
"Fishes","Salmonidae","Oncorhynchus clarkii henshawi","Lahontan cutthroat trout","Freshwater","Native","NV","17120009","Alvord Lake"
"Fishes","Centrarchidae","Lepomis macrochirus","bluegill","Freshwater","Native","NV","18080001","Surprise Valley"
"Fishes","Centrarchidae","Micropterus salmoides","largemouth bass","Freshwater","Native","NV","18080001","Surprise Valley"
"Fishes","Cyprinidae","Gila bicolor","tui chub","Freshwater","Native","NV","18080001","Surprise Valley"
"Fishes","Salmonidae","Oncorhynchus clarkii","cutthroat trout","Freshwater","Native","NV","18080001","Surprise Valley"
"Fishes","Salmonidae","Oncorhynchus clarkii henshawi","Lahontan cutthroat trout","Freshwater","Native","NV","18080001","Surprise Valley"
"Fishes","Salmonidae","Oncorhynchus mykiss","rainbow trout","Freshwater-Marine","Native","NV","18080001","Surprise Valley"
"Fishes","Salmonidae","Salmo trutta","brown trout","Freshwater","Exotic","NV","18080001","Surprise Valley"
"Fishes","Salmonidae","Salvelinus fontinalis","brook trout","Freshwater","Native","NV","18080001","Surprise Valley"
"Fishes","Osmeridae","Hypomesus nipponensis","wakasagi","Freshwater","Exotic","NV","18080002","Madeline Plains"
"Fishes","Centrarchidae","Lepomis gibbosus","pumpkinseed","Freshwater","Native","NV","18080003","Honey-Eagle Lakes"
"Fishes","Centrarchidae","Lepomis macrochirus","bluegill","Freshwater","Native","NV","18080003","Honey-Eagle Lakes"
"Fishes","Centrarchidae","Pomoxis annularis","white crappie","Freshwater","Native","NV","18080003","Honey-Eagle Lakes"
"Fishes","Centrarchidae","Pomoxis nigromaculatus","black crappie","Freshwater","Native","NV","18080003","Honey-Eagle Lakes"
"Fishes","Cichlidae","Oreochromis mossambicus","Mozambique tilapia","Freshwater-Brackish","Exotic","NV","18080003","Honey-Eagle Lakes"
"Fishes","Cichlidae","Tilapia zillii","redbelly tilapia","Freshwater","Exotic","NV","18080003","Honey-Eagle Lakes"
"Fishes","Cyprinidae","Richardsonius egregius","Lahontan redside","Freshwater","Native","NV","18080003","Honey-Eagle Lakes"
"Fishes","Osmeridae","Hypomesus nipponensis","wakasagi","Freshwater","Exotic","NV","18080003","Honey-Eagle Lakes"
"Fishes","Salmonidae","Coregonus clupeaformis","lake whitefish","Freshwater","Native","NV","18080003","Honey-Eagle Lakes"
"Fishes","Salmonidae","Salmo trutta","brown trout","Freshwater","Exotic","NV","18080003","Honey-Eagle Lakes"
"Fishes","Salmonidae","Salvelinus fontinalis","brook trout","Freshwater","Native","NV","18080003","Honey-Eagle Lakes"
"Fishes","Salmonidae","Salvelinus namaycush","lake trout","Freshwater","Native","NV","18080003","Honey-Eagle Lakes"
"Fishes","Catostomidae","Catostomus fumeiventris","Owens sucker","Freshwater","Native","NV","18090101","Mono Lake"
"Fishes","Catostomidae","Catostomus santaanae","Santa Ana sucker","Freshwater","Native","NV","18090101","Mono Lake"
"Fishes","Cyprinidae","Carassius auratus","goldfish","Freshwater","Exotic","NV","18090101","Mono Lake"
"Fishes","Cyprinidae","Rhinichthys osculus","speckled dace","Freshwater","Native","NV","18090101","Mono Lake"
"Fishes","Cyprinodontidae","Cyprinodon nevadensis amargosae","Amargosa pupfish","Freshwater","Native","NV","18090101","Mono Lake"
"Fishes","Cyprinodontidae","Cyprinodon salinus","Salt Creek pupfish","Freshwater","Native","NV","18090101","Mono Lake"
"Fishes","Gasterosteidae","Gasterosteus aculeatus","threespine stickleback","Marine","Native","NV","18090101","Mono Lake"
"Fishes","Salmonidae","Oncorhynchus clarkii","cutthroat trout","Freshwater","Native","NV","18090101","Mono Lake"
"Fishes","Salmonidae","Oncorhynchus mykiss aguabonita","California golden trout","Freshwater","Native","NV","18090101","Mono Lake"
"Fishes","Salmonidae","Salmo trutta","brown trout","Freshwater","Exotic","NV","18090101","Mono Lake"
"Fishes","Salmonidae","Salvelinus fontinalis","brook trout","Freshwater","Native","NV","18090101","Mono Lake"
"Mollusks-Gastropods","Hydrobiidae","Potamopyrgus antipodarum","New Zealand mudsnail","Freshwater","Exotic","NV","18090101","Mono Lake"
"Amphibians-Frogs","Ranidae","Lithobates pipiens","Northern Leopard Frog","Freshwater","Native","NV","18090102","Crowley Lake"
"Crustaceans-Crayfish","Cambaridae","Procambarus clarkii","red swamp crayfish","Freshwater","Native","NV","18090102","Crowley Lake"
"Fishes","Centrarchidae","Archoplites interruptus","Sacramento perch","Freshwater","Native","NV","18090102","Crowley Lake"
"Fishes","Centrarchidae","Lepomis cyanellus","green sunfish","Freshwater","Native","NV","18090102","Crowley Lake"
"Fishes","Centrarchidae","Micropterus salmoides","largemouth bass","Freshwater","Native","NV","18090102","Crowley Lake"
"Fishes","Cyprinidae","Cyprinus carpio","common carp","Freshwater","Exotic","NV","18090102","Crowley Lake"
"Fishes","Cyprinidae","Gila bicolor obesa","Lahontan tui chub","Freshwater","Native","NV","18090102","Crowley Lake"
"Fishes","Cyprinidae","Systomus tetrazona","tiger barb","Freshwater","Exotic","NV","18090102","Crowley Lake"
"Fishes","Cyprinodontidae","Cyprinodon nevadensis amargosae","Amargosa pupfish","Freshwater","Native","NV","18090102","Crowley Lake"
"Fishes","Cyprinodontidae","Cyprinodon radiosus","Owens pupfish","Freshwater","Native","NV","18090102","Crowley Lake"
"Fishes","Cyprinodontidae","Cyprinodon salinus","Salt Creek pupfish","Freshwater","Native","NV","18090102","Crowley Lake"
"Fishes","Gasterosteidae","Gasterosteus aculeatus","threespine stickleback","Marine","Native","NV","18090102","Crowley Lake"
"Fishes","Poeciliidae","Gambusia affinis","western mosquitofish","Freshwater","Native","NV","18090102","Crowley Lake"
"Fishes","Salmonidae","Oncorhynchus clarkii seleniris","Paiute cutthroat trout","Freshwater","Native","NV","18090102","Crowley Lake"
"Fishes","Salmonidae","Oncorhynchus mykiss aguabonita","California golden trout","Freshwater","Native","NV","18090102","Crowley Lake"
"Fishes","Salmonidae","Salmo trutta","brown trout","Freshwater","Exotic","NV","18090102","Crowley Lake"
"Fishes","Salmonidae","Salvelinus fontinalis","brook trout","Freshwater","Native","NV","18090102","Crowley Lake"
"Mollusks-Gastropods","Hydrobiidae","Potamopyrgus antipodarum","New Zealand mudsnail","Freshwater","Exotic","NV","18090102","Crowley Lake"
"Fishes","Cyprinidae","Rhinichthys osculus","speckled dace","Freshwater","Native","NV","18090201","Eureka-Saline Valleys"
"Fishes","Cyprinodontidae","Cyprinodon salinus","Salt Creek pupfish","Freshwater","Native","NV","18090201","Eureka-Saline Valleys"
"Amphibians-Frogs","Ranidae","Lithobates catesbeianus","American Bullfrog","Freshwater","Native","NV","18090202","Upper Amargosa"
"Crustaceans-Crayfish","Cambaridae","Procambarus clarkii","red swamp crayfish","Freshwater","Native","NV","18090202","Upper Amargosa"
"Fishes","Centrarchidae","Micropterus salmoides","largemouth bass","Freshwater","Native","NV","18090202","Upper Amargosa"
"Fishes","Cyprinidae","Carassius auratus","goldfish","Freshwater","Exotic","NV","18090202","Upper Amargosa"
"Fishes","Cyprinidae","Notemigonus crysoleucas","golden shiner","Freshwater","Native","NV","18090202","Upper Amargosa"
"Fishes","Cyprinodontidae","Cyprinodon diabolis","Devils Hole pupfish","Freshwater","Native","NV","18090202","Upper Amargosa"
"Fishes","Ictaluridae","Ameiurus melas","black bullhead","Freshwater","Native","NV","18090202","Upper Amargosa"
"Fishes","Osteoglossidae","Osteoglossum bicirrhosum","arawana","Freshwater","Exotic","NV","18090202","Upper Amargosa"
"Fishes","Poeciliidae","Gambusia affinis","western mosquitofish","Freshwater","Native","NV","18090202","Upper Amargosa"
"Fishes","Poeciliidae","Poecilia latipinna","sailfin molly","Freshwater","Native","NV","18090202","Upper Amargosa"
"Fishes","Poeciliidae","Poecilia latipinna x velifera","black molly","Freshwater","Exotic Hybrid","NV","18090202","Upper Amargosa"
"Mollusks-Gastropods","Thiaridae","Melanoides tuberculatus","red-rim melania","Freshwater","Exotic","NV","18090202","Upper Amargosa"
"Fishes","Cyprinidae","Carassius auratus","goldfish","Freshwater","Exotic","NV","18090203","Death Valley-Lower Amargosa"
"Fishes","Cyprinidae","Rhinichthys osculus","speckled dace","Freshwater","Native","NV","18090203","Death Valley-Lower Amargosa"
"Fishes","Cyprinodontidae","Cyprinodon nevadensis","Amargosa pupfish","Freshwater","Native","NV","18090203","Death Valley-Lower Amargosa"
"Fishes","Poeciliidae","Gambusia affinis","western mosquitofish","Freshwater","Native","NV","18090203","Death Valley-Lower Amargosa"
"Fishes","Poeciliidae","Poecilia latipinna","sailfin molly","Freshwater","Native","NV","18090203","Death Valley-Lower Amargosa"
"Fishes","Salmonidae","Oncorhynchus clarkii","cutthroat trout","Freshwater","Native","NV","18090203","Death Valley-Lower Amargosa"
"Fishes","Salmonidae","Oncorhynchus mykiss","rainbow trout","Freshwater-Marine","Native","NV","18090203","Death Valley-Lower Amargosa"
"Fishes","Centrarchidae","Micropterus dolomieu","smallmouth bass","Freshwater","Native","NH","01040001","Upper Androscoggin"
"Fishes","Centrarchidae","Micropterus salmoides","largemouth bass","Freshwater","Native","NH","01040001","Upper Androscoggin"
"Fishes","Cyprinidae","Ctenopharyngodon idella","grass carp","Freshwater","Exotic","NH","01040001","Upper Androscoggin"
"Fishes","Cyprinidae","Pimephales promelas","fathead minnow","Freshwater","Native","NH","01040001","Upper Androscoggin"
"Fishes","Esocidae","Esox lucius","northern pike","Freshwater","Native","NH","01040001","Upper Androscoggin"
"Fishes","Ictaluridae","Ameiurus nebulosus","brown bullhead","Freshwater","Native","NH","01040001","Upper Androscoggin"
"Fishes","Osmeridae","Osmerus mordax","rainbow smelt","Freshwater-Marine","Native","NH","01040001","Upper Androscoggin"
"Fishes","Salmonidae","Oncorhynchus mykiss","rainbow trout","Freshwater-Marine","Native","NH","01040001","Upper Androscoggin"
"Fishes","Salmonidae","Salmo trutta","brown trout","Freshwater","Exotic","NH","01040001","Upper Androscoggin"
"Fishes","Salmonidae","Salvelinus fontinalis x namaycush","splake","Freshwater","Native Hybrid","NH","01040001","Upper Androscoggin"
"Coelenterates-Hydrozoans","Olindiidae","Craspedacusta sowerbyi","freshwater jellyfish","Freshwater","Exotic","NH","01040002","Lower Androscoggin"
"Crustaceans-Crayfish","Cambaridae","Orconectes obscurus","Allegheny crayfish","Freshwater","Native","NH","01040002","Lower Androscoggin"
"Crustaceans-Crayfish","Cambaridae","Orconectes rusticus","rusty crayfish","Freshwater","Native","NH","01040002","Lower Androscoggin"
"Fishes","Catostomidae","Catostomus commersonii","white sucker","Freshwater","Native","NH","01040002","Lower Androscoggin"
"Fishes","Centrarchidae","Pomoxis nigromaculatus","black crappie","Freshwater","Native","NH","01040002","Lower Androscoggin"
"Fishes","Cyprinidae","Notemigonus crysoleucas","golden shiner","Freshwater","Native","NH","01040002","Lower Androscoggin"
"Fishes","Cyprinidae","Notropis hudsonius","spottail shiner","Freshwater","Native","NH","01040002","Lower Androscoggin"
"Fishes","Esocidae","Esox lucius","northern pike","Freshwater","Native","NH","01040002","Lower Androscoggin"
"Fishes","Esocidae","Esox niger","chain pickerel","Freshwater","Native","NH","01040002","Lower Androscoggin"
"Fishes","Ictaluridae","Ameiurus nebulosus","brown bullhead","Freshwater","Native","NH","01040002","Lower Androscoggin"
"Fishes","Osmeridae","Osmerus mordax","rainbow smelt","Freshwater-Marine","Native","NH","01040002","Lower Androscoggin"
"Fishes","Salmonidae","Oncorhynchus mykiss","rainbow trout","Freshwater-Marine","Native","NH","01040002","Lower Androscoggin"
"Fishes","Salmonidae","Salmo trutta","brown trout","Freshwater","Exotic","NH","01040002","Lower Androscoggin"
"Fishes","Salmonidae","Salvelinus alpinus oquassa","blueback trout, Sunapee trout","Freshwater-Marine","Native","NH","01040002","Lower Androscoggin"
"Mollusks-Gastropods","Viviparidae","Cipangopaludina chinensis malleata","Chinese mysterysnail","Freshwater","Exotic","NH","01040002","Lower Androscoggin"
"Coelenterates-Hydrozoans","Olindiidae","Craspedacusta sowerbyi","freshwater jellyfish","Freshwater","Exotic","NH","01060002","Saco"
"Fishes","Centrarchidae","Lepomis macrochirus","bluegill","Freshwater","Native","NH","01060002","Saco"
"Fishes","Centrarchidae","Micropterus dolomieu","smallmouth bass","Freshwater","Native","NH","01060002","Saco"
"Fishes","Centrarchidae","Micropterus salmoides","largemouth bass","Freshwater","Native","NH","01060002","Saco"
"Fishes","Centrarchidae","Pomoxis nigromaculatus","black crappie","Freshwater","Native","NH","01060002","Saco"
"Fishes","Clupeidae","Dorosoma cepedianum","gizzard shad","Freshwater-Marine","Native","NH","01060002","Saco"
"Fishes","Cyprinidae","Ctenopharyngodon idella","grass carp","Freshwater","Exotic","NH","01060002","Saco"
"Fishes","Cyprinidae","Cyprinus carpio","common carp","Freshwater","Exotic","NH","01060002","Saco"
"Fishes","Salmonidae","Oncorhynchus kisutch","coho salmon","Freshwater-Marine","Native","NH","01060002","Saco"
"Fishes","Salmonidae","Oncorhynchus mykiss","rainbow trout","Freshwater-Marine","Native","NH","01060002","Saco"
"Fishes","Salmonidae","Oncorhynchus tshawytscha","Chinook salmon","Freshwater-Marine","Native","NH","01060002","Saco"
"Fishes","Salmonidae","Salmo trutta","brown trout","Freshwater","Exotic","NH","01060002","Saco"
