"Group","Family","Scientific Name","Common Name","Native Habitat","Exotic / Native Transplant","State","HUC","Name"
"Fishes","Moronidae","Morone chrysops x M. saxatilis","wiper","Freshwater-Marine","Native Hybrid","GA","03130002","Middle Chattahoochee-Lake Harding"
"Fishes","Moronidae","Morone saxatilis","striped bass","Freshwater-Marine","Native","GA","03130002","Middle Chattahoochee-Lake Harding"
"Fishes","Percidae","Perca flavescens","yellow perch","Freshwater","Native","GA","03130002","Middle Chattahoochee-Lake Harding"
"Fishes","Percidae","Sander canadensis","sauger","Freshwater","Native","GA","03130002","Middle Chattahoochee-Lake Harding"
"Mollusks-Bivalves","Corbiculidae","Corbicula fluminea","Asian clam","Freshwater","Exotic","GA","03130002","Middle Chattahoochee-Lake Harding"
"Reptiles-Crocodilians","Alligatoridae","Alligator mississippiensis","American Alligator","Freshwater","Native","GA","03130002","Middle Chattahoochee-Lake Harding"
"Fishes","Centrarchidae","Micropterus punctulatus","spotted bass","Freshwater","Native","GA","03130003","Middle Chattahoochee-Walter F. George Rese"
"Fishes","Centrarchidae","Pomoxis annularis","white crappie","Freshwater","Native","GA","03130003","Middle Chattahoochee-Walter F. George Rese"
"Fishes","Characidae","Colossoma or Piaractus sp.","unidentified pacu","Freshwater","Exotic","GA","03130003","Middle Chattahoochee-Walter F. George Rese"
"Fishes","Cichlidae","Astronotus ocellatus","oscar","Freshwater","Exotic","GA","03130003","Middle Chattahoochee-Walter F. George Rese"
"Fishes","Cichlidae","Oreochromis niloticus","Nile tilapia","Freshwater","Exotic","GA","03130003","Middle Chattahoochee-Walter F. George Rese"
"Fishes","Cyprinidae","Ctenopharyngodon idella","grass carp","Freshwater","Exotic","GA","03130003","Middle Chattahoochee-Walter F. George Rese"
"Fishes","Cyprinidae","Cyprinella lutrensis","red shiner","Freshwater","Native","GA","03130003","Middle Chattahoochee-Walter F. George Rese"
"Fishes","Cyprinidae","Cyprinus carpio","common carp","Freshwater","Exotic","GA","03130003","Middle Chattahoochee-Walter F. George Rese"
"Fishes","Cyprinidae","Pimephales promelas","fathead minnow","Freshwater","Native","GA","03130003","Middle Chattahoochee-Walter F. George Rese"
"Fishes","Ictaluridae","Ictalurus furcatus","blue catfish","Freshwater","Native","GA","03130003","Middle Chattahoochee-Walter F. George Rese"
"Fishes","Ictaluridae","Pylodictis olivaris","flathead catfish","Freshwater","Native","GA","03130003","Middle Chattahoochee-Walter F. George Rese"
"Fishes","Moronidae","Morone chrysops","white bass","Freshwater-Marine","Native","GA","03130003","Middle Chattahoochee-Walter F. George Rese"
"Fishes","Percidae","Perca flavescens","yellow perch","Freshwater","Native","GA","03130003","Middle Chattahoochee-Walter F. George Rese"
"Mollusks-Bivalves","Corbiculidae","Corbicula fluminea","Asian clam","Freshwater","Exotic","GA","03130003","Middle Chattahoochee-Walter F. George Rese"
"Fishes","Centrarchidae","Lepomis cyanellus","green sunfish","Freshwater","Native","GA","03130004","Lower Chattahoochee"
"Fishes","Centrarchidae","Lepomis humilis","orangespotted sunfish","Freshwater","Native","GA","03130004","Lower Chattahoochee"
"Fishes","Centrarchidae","Micropterus punctulatus punctulatus","northern spotted bass","Freshwater","Native","GA","03130004","Lower Chattahoochee"
"Fishes","Cichlidae","Oreochromis niloticus","Nile tilapia","Freshwater","Exotic","GA","03130004","Lower Chattahoochee"
"Fishes","Cichlidae","Oreochromis, Sarotherodon, Tilapia sp.","tilapia","Freshwater","Exotic","GA","03130004","Lower Chattahoochee"
"Fishes","Cyprinidae","Carassius auratus","goldfish","Freshwater","Exotic","GA","03130004","Lower Chattahoochee"
"Fishes","Cyprinidae","Cyprinus carpio","common carp","Freshwater","Exotic","GA","03130004","Lower Chattahoochee"
"Fishes","Ictaluridae","Ictalurus furcatus","blue catfish","Freshwater","Native","GA","03130004","Lower Chattahoochee"
"Fishes","Ictaluridae","Pylodictis olivaris","flathead catfish","Freshwater","Native","GA","03130004","Lower Chattahoochee"
"Fishes","Moronidae","Morone chrysops","white bass","Freshwater-Marine","Native","GA","03130004","Lower Chattahoochee"
"Fishes","Moronidae","Morone chrysops x M. saxatilis","wiper","Freshwater-Marine","Native Hybrid","GA","03130004","Lower Chattahoochee"
"Fishes","Percidae","Perca flavescens","yellow perch","Freshwater","Native","GA","03130004","Lower Chattahoochee"
"Fishes","Percidae","Sander vitreus","walleye","Freshwater","Native","GA","03130004","Lower Chattahoochee"
"Mollusks-Bivalves","Corbiculidae","Corbicula fluminea","Asian clam","Freshwater","Exotic","GA","03130004","Lower Chattahoochee"
"Coelenterates-Hydrozoans","Olindiidae","Craspedacusta sowerbyi","freshwater jellyfish","Freshwater","Exotic","GA","03130005","Upper Flint"
"Crustaceans-Crayfish","Cambaridae","Procambarus acutus acutus","white river crawfish","Freshwater","Native","GA","03130005","Upper Flint"
"Crustaceans-Crayfish","Cambaridae","Procambarus clarkii","red swamp crayfish","Freshwater","Native","GA","03130005","Upper Flint"
"Fishes","Centrarchidae","Lepomis cyanellus","green sunfish","Freshwater","Native","GA","03130005","Upper Flint"
"Fishes","Centrarchidae","Lepomis gulosus","warmouth","Freshwater","Native","GA","03130005","Upper Flint"
"Fishes","Centrarchidae","Lepomis megalotis","longear sunfish","Freshwater","Native","GA","03130005","Upper Flint"
"Fishes","Centrarchidae","Micropterus punctulatus","spotted bass","Freshwater","Native","GA","03130005","Upper Flint"
"Fishes","Characidae","Piaractus brachypomus","pirapatinga, red-bellied pacu","Freshwater","Exotic","GA","03130005","Upper Flint"
"Fishes","Cyprinidae","Ctenopharyngodon idella","grass carp","Freshwater","Exotic","GA","03130005","Upper Flint"
"Fishes","Cyprinidae","Cyprinus carpio","common carp","Freshwater","Exotic","GA","03130005","Upper Flint"
"Fishes","Cyprinidae","Notropis hudsonius","spottail shiner","Freshwater","Native","GA","03130005","Upper Flint"
"Fishes","Ictaluridae","Pylodictis olivaris","flathead catfish","Freshwater","Native","GA","03130005","Upper Flint"
"Mollusks-Bivalves","Corbiculidae","Corbicula fluminea","Asian clam","Freshwater","Exotic","GA","03130005","Upper Flint"
"Coelenterates-Hydrozoans","Olindiidae","Craspedacusta sowerbyi","freshwater jellyfish","Freshwater","Exotic","GA","03130006","Middle Flint"
"Crustaceans-Crayfish","Cambaridae","Orconectes palmeri creolanus","Creole painted crayfish","Freshwater","Native","GA","03130006","Middle Flint"
"Fishes","Centrarchidae","Lepomis cyanellus","green sunfish","Freshwater","Native","GA","03130006","Middle Flint"
"Fishes","Centrarchidae","Lepomis gulosus","warmouth","Freshwater","Native","GA","03130006","Middle Flint"
"Fishes","Centrarchidae","Micropterus punctulatus","spotted bass","Freshwater","Native","GA","03130006","Middle Flint"
"Fishes","Cichlidae","Astronotus ocellatus","oscar","Freshwater","Exotic","GA","03130006","Middle Flint"
"Fishes","Cyprinidae","Carassius auratus","goldfish","Freshwater","Exotic","GA","03130006","Middle Flint"
"Fishes","Cyprinidae","Cyprinus carpio","common carp","Freshwater","Exotic","GA","03130006","Middle Flint"
"Fishes","Ictaluridae","Pylodictis olivaris","flathead catfish","Freshwater","Native","GA","03130006","Middle Flint"
"Fishes","Moronidae","Morone saxatilis","striped bass","Freshwater-Marine","Native","GA","03130006","Middle Flint"
"Mollusks-Bivalves","Corbiculidae","Corbicula fluminea","Asian clam","Freshwater","Exotic","GA","03130006","Middle Flint"
"Coelenterates-Hydrozoans","Olindiidae","Craspedacusta sowerbyi","freshwater jellyfish","Freshwater","Exotic","GA","03130007","Kinchafoonee-Muckalee"
"Crustaceans-Crayfish","Cambaridae","Orconectes palmeri creolanus","Creole painted crayfish","Freshwater","Native","GA","03130007","Kinchafoonee-Muckalee"
"Fishes","Moronidae","Morone saxatilis","striped bass","Freshwater-Marine","Native","GA","03130007","Kinchafoonee-Muckalee"
"Mollusks-Bivalves","Corbiculidae","Corbicula fluminea","Asian clam","Freshwater","Exotic","GA","03130007","Kinchafoonee-Muckalee"
"Crustaceans-Crayfish","Cambaridae","Orconectes palmeri creolanus","Creole painted crayfish","Freshwater","Native","GA","03130008","Lower Flint"
"Fishes","Centrarchidae","Micropterus punctulatus punctulatus","northern spotted bass","Freshwater","Native","GA","03130008","Lower Flint"
"Fishes","Cichlidae","Astronotus ocellatus","oscar","Freshwater","Exotic","GA","03130008","Lower Flint"
"Fishes","Clupeidae","Alosa sapidissima","American shad","Freshwater-Marine","Native","GA","03130008","Lower Flint"
"Fishes","Cyprinidae","Ctenopharyngodon idella","grass carp","Freshwater","Exotic","GA","03130008","Lower Flint"
"Fishes","Cyprinidae","Cyprinus carpio","common carp","Freshwater","Exotic","GA","03130008","Lower Flint"
"Fishes","Ictaluridae","Pylodictis olivaris","flathead catfish","Freshwater","Native","GA","03130008","Lower Flint"
"Fishes","Polyodontidae","Polyodon spathula","paddlefish","Freshwater","Native","GA","03130008","Lower Flint"
"Mollusks-Bivalves","Corbiculidae","Corbicula fluminea","Asian clam","Freshwater","Exotic","GA","03130008","Lower Flint"
"Mollusks-Gastropods","Ampullariidae","Pomacea sp.","an applesnail","Freshwater","Exotic","GA","03130008","Lower Flint"
"Mollusks-Bivalves","Corbiculidae","Corbicula fluminea","Asian clam","Freshwater","Exotic","GA","03130009","Ichawaynochaway"
"Fishes","Cichlidae","Oreochromis niloticus","Nile tilapia","Freshwater","Exotic","GA","03130010","Spring"
"Mollusks-Bivalves","Corbiculidae","Corbicula fluminea","Asian clam","Freshwater","Exotic","GA","03130010","Spring"
"Amphibians-Frogs","Eleutherodactylidae","Eleutherodactylus planirostris","Greenhouse Frog","Freshwater","Exotic","GA","03130011","Apalachicola"
"Fishes","Centrarchidae","Ambloplites rupestris","rock bass","Freshwater","Native","GA","03130011","Apalachicola"
"Fishes","Centrarchidae","Lepomis cyanellus","green sunfish","Freshwater","Native","GA","03130011","Apalachicola"
"Fishes","Centrarchidae","Lepomis humilis","orangespotted sunfish","Freshwater","Native","GA","03130011","Apalachicola"
"Fishes","Centrarchidae","Micropterus punctulatus","spotted bass","Freshwater","Native","GA","03130011","Apalachicola"
"Fishes","Centrarchidae","Micropterus punctulatus punctulatus","northern spotted bass","Freshwater","Native","GA","03130011","Apalachicola"
"Fishes","Centrarchidae","Pomoxis annularis","white crappie","Freshwater","Native","GA","03130011","Apalachicola"
"Fishes","Cichlidae","Oreochromis aureus","blue tilapia","Freshwater","Exotic","GA","03130011","Apalachicola"
"Fishes","Cichlidae","Oreochromis niloticus","Nile tilapia","Freshwater","Exotic","GA","03130011","Apalachicola"
"Fishes","Clupeidae","Alosa sapidissima","American shad","Freshwater-Marine","Native","GA","03130011","Apalachicola"
"Fishes","Clupeidae","Dorosoma petenense","threadfin shad","Freshwater-Marine","Native","GA","03130011","Apalachicola"
"Fishes","Cyprinidae","Ctenopharyngodon idella","grass carp","Freshwater","Exotic","GA","03130011","Apalachicola"
"Fishes","Cyprinidae","Cyprinus carpio","common carp","Freshwater","Exotic","GA","03130011","Apalachicola"
"Fishes","Fundulidae","Fundulus lineolatus","lined topminnow","Freshwater","Native","GA","03130011","Apalachicola"
"Fishes","Ictaluridae","Ictalurus furcatus","blue catfish","Freshwater","Native","GA","03130011","Apalachicola"
"Fishes","Ictaluridae","Pylodictis olivaris","flathead catfish","Freshwater","Native","GA","03130011","Apalachicola"
"Fishes","Moronidae","Morone chrysops","white bass","Freshwater-Marine","Native","GA","03130011","Apalachicola"
"Fishes","Moronidae","Morone chrysops x M. saxatilis","wiper","Freshwater-Marine","Native Hybrid","GA","03130011","Apalachicola"
"Fishes","Percidae","Ammocrypta bifascia","Florida sand darter","Freshwater","Native","GA","03130011","Apalachicola"
"Fishes","Percidae","Perca flavescens","yellow perch","Freshwater","Native","GA","03130011","Apalachicola"
"Fishes","Percidae","Sander canadensis","sauger","Freshwater","Native","GA","03130011","Apalachicola"
"Fishes","Polyodontidae","Polyodon spathula","paddlefish","Freshwater","Native","GA","03130011","Apalachicola"
"Mammals","Capromyidae","Myocastor coypus","nutria","Freshwater","Exotic","GA","03130011","Apalachicola"
"Mollusks-Bivalves","Corbiculidae","Corbicula fluminea","Asian clam","Freshwater","Exotic","GA","03130011","Apalachicola"
"Coelenterates-Hydrozoans","Olindiidae","Craspedacusta sowerbyi","freshwater jellyfish","Freshwater","Exotic","GA","03150101","Conasauga"
"Fishes","Catostomidae","Hypentelium nigricans","northern hog sucker","Freshwater","Native","GA","03150101","Conasauga"
"Fishes","Centrarchidae","Ambloplites rupestris","rock bass","Freshwater","Native","GA","03150101","Conasauga"
"Fishes","Centrarchidae","Lepomis auritus","redbreast sunfish","Freshwater","Native","GA","03150101","Conasauga"
"Fishes","Centrarchidae","Pomoxis annularis","white crappie","Freshwater","Native","GA","03150101","Conasauga"
"Fishes","Cyprinidae","Carassius auratus","goldfish","Freshwater","Exotic","GA","03150101","Conasauga"
"Fishes","Cyprinidae","Ctenopharyngodon idella","grass carp","Freshwater","Exotic","GA","03150101","Conasauga"
"Fishes","Cyprinidae","Cyprinella lutrensis","red shiner","Freshwater","Native","GA","03150101","Conasauga"
"Fishes","Cyprinidae","Cyprinus carpio","common carp","Freshwater","Exotic","GA","03150101","Conasauga"
"Fishes","Cyprinidae","Pimephales notatus","bluntnose minnow","Freshwater","Native","GA","03150101","Conasauga"
"Fishes","Cyprinidae","Pimephales promelas","fathead minnow","Freshwater","Native","GA","03150101","Conasauga"
"Fishes","Moronidae","Morone chrysops","white bass","Freshwater-Marine","Native","GA","03150101","Conasauga"
"Fishes","Moronidae","Morone saxatilis","striped bass","Freshwater-Marine","Native","GA","03150101","Conasauga"
"Fishes","Poeciliidae","Gambusia holbrooki","eastern mosquitofish","Freshwater","Native","GA","03150101","Conasauga"
"Fishes","Salmonidae","Oncorhynchus mykiss","rainbow trout","Freshwater-Marine","Native","GA","03150101","Conasauga"
"Fishes","Salmonidae","Salmo trutta","brown trout","Freshwater","Exotic","GA","03150101","Conasauga"
"Fishes","Salmonidae","Salvelinus fontinalis","brook trout","Freshwater","Native","GA","03150101","Conasauga"
"Mollusks-Bivalves","Corbiculidae","Corbicula fluminea","Asian clam","Freshwater","Exotic","GA","03150101","Conasauga"
"Fishes","Centrarchidae","Lepomis auritus","redbreast sunfish","Freshwater","Native","GA","03150102","Coosawattee"
"Fishes","Centrarchidae","Lepomis cyanellus","green sunfish","Freshwater","Native","GA","03150102","Coosawattee"
"Fishes","Clupeidae","Alosa pseudoharengus","alewife","Freshwater-Marine","Native","GA","03150102","Coosawattee"
"Fishes","Cyprinidae","Ctenopharyngodon idella","grass carp","Freshwater","Exotic","GA","03150102","Coosawattee"
"Fishes","Cyprinidae","Cyprinella lutrensis","red shiner","Freshwater","Native","GA","03150102","Coosawattee"
"Fishes","Cyprinidae","Cyprinus carpio","common carp","Freshwater","Exotic","GA","03150102","Coosawattee"
"Fishes","Cyprinidae","Luxilus zonistius","bandfin shiner","Freshwater","Native","GA","03150102","Coosawattee"
"Fishes","Cyprinidae","Pimephales promelas","fathead minnow","Freshwater","Native","GA","03150102","Coosawattee"
"Fishes","Moronidae","Morone chrysops","white bass","Freshwater-Marine","Native","GA","03150102","Coosawattee"
"Fishes","Moronidae","Morone saxatilis","striped bass","Freshwater-Marine","Native","GA","03150102","Coosawattee"
"Fishes","Salmonidae","Salmo trutta","brown trout","Freshwater","Exotic","GA","03150102","Coosawattee"
"Fishes","Salmonidae","Salvelinus fontinalis","brook trout","Freshwater","Native","GA","03150102","Coosawattee"
"Coelenterates-Hydrozoans","Olindiidae","Craspedacusta sowerbyi","freshwater jellyfish","Freshwater","Exotic","GA","03150103","Oostanaula"
"Fishes","Centrarchidae","Lepomis auritus","redbreast sunfish","Freshwater","Native","GA","03150103","Oostanaula"
"Fishes","Centrarchidae","Lepomis cyanellus","green sunfish","Freshwater","Native","GA","03150103","Oostanaula"
"Fishes","Cyprinidae","Ctenopharyngodon idella","grass carp","Freshwater","Exotic","GA","03150103","Oostanaula"
"Fishes","Cyprinidae","Cyprinella lutrensis","red shiner","Freshwater","Native","GA","03150103","Oostanaula"
"Fishes","Cyprinidae","Cyprinus carpio","common carp","Freshwater","Exotic","GA","03150103","Oostanaula"
"Fishes","Moronidae","Morone mississippiensis","yellow bass","Freshwater","Native","GA","03150103","Oostanaula"
"Fishes","Salmonidae","Oncorhynchus mykiss","rainbow trout","Freshwater-Marine","Native","GA","03150103","Oostanaula"
"Coelenterates-Hydrozoans","Olindiidae","Craspedacusta sowerbyi","freshwater jellyfish","Freshwater","Exotic","GA","03150104","Etowah"
"Fishes","Centrarchidae","Lepomis auritus","redbreast sunfish","Freshwater","Native","GA","03150104","Etowah"
"Fishes","Centrarchidae","Lepomis cyanellus","green sunfish","Freshwater","Native","GA","03150104","Etowah"
"Fishes","Characidae","Piaractus brachypomus","pirapatinga, red-bellied pacu","Freshwater","Exotic","GA","03150104","Etowah"
